"commodity";"station1";"station2";"baseTariff";"deadline"
402;830304;619002;"3375.17567694118";"6"
402;583101;619002;"2028.64188762353";"6"
402;601102;619002;"1957.63125421176";"6"
402;635306;619002;"1962.12075242353";"6"
402;832403;619002;"3543.31067694118";"6"
402;619002;619002;"0.0";"6"
402;530405;619002;"2275.79513472941";"6"
402;529605;619002;"2244.25809174118";"6"
402;608101;619002;"1718.87044315294";"6"
402;794907;619002;"3429.28728628235";"6"
402;624000;619002;"1532.79500108235";"6"
402;653200;619002;"2419.00640174118";"6"
402;633300;619002;"1949.05127421176";"6"
402;537007;619002;"2539.16026423529";"6"
402;516200;619002;"2300.25866334118";"6"
402;586504;619002;"2018.30553524706";"6"
402;197308;619002;"2262.57887256471";"6"
402;234301;619002;"2263.47170837647";"6"
402;245003;619002;"2384.92188272941";"6"
402;527101;619002;"2461.66826334118";"6"
402;651008;619002;"2603.91313472941";"6"
402;651309;619002;"2485.71666334118";"6"
402;510702;619002;"2133.03970837647";"6"
402;883809;619002;"4268.65887738823";"6"
402;223803;619002;"2104.04788762353";"6"
402;195001;619002;"2576.52342174118";"6"
402;216000;619002;"2415.49188272941";"6"
402;205909;619002;"2485.71666334118";"6"
402;622607;619002;"1560.01222734118";"6"
402;852500;619002;"4050.65073261176";"6"
402;885100;619002;"4501.09423995294";"6"
402;209007;619002;"2407.33988272941";"6"
402;209100;619002;"2344.59902174118";"6"
402;652706;619002;"2459.21513472941";"6"
402;207603;619002;"2583.99626423529";"6"
402;527703;222001;"5000.0";"6"
402;537300;222001;"5000.0";"6"
402;622109;222001;"5000.0";"6"
402;611509;222001;"5000.0";"6"
402;528509;222001;"5000.0";"6"
402;596703;222001;"5000.0";"6"
402;237007;222001;"5000.0";"6"
402;657108;222001;"5000.0";"6"
402;831608;222001;"5000.0";"6"
402;601600;222001;"5000.0";"6"
402;817206;222001;"5000.0";"6"
402;584405;222001;"5000.0";"6"
402;845901;222001;"5000.0";"6"
402;845704;222001;"5000.0";"6"
402;615001;222001;"5000.0";"6"
402;830304;222001;"5000.0";"6"
402;583101;222001;"5000.0";"6"
402;601102;222001;"5000.0";"6"
402;635306;222001;"5000.0";"6"
402;832403;222001;"5000.0";"6"
402;619002;222001;"5000.0";"6"
402;530405;222001;"5000.0";"6"
402;529605;222001;"5000.0";"6"
402;608101;222001;"5000.0";"6"
402;794907;222001;"5000.0";"6"
402;624000;222001;"5000.0";"6"
402;653200;222001;"5000.0";"6"
402;633300;222001;"5000.0";"6"
402;537007;222001;"5000.0";"6"
402;516200;222001;"5000.0";"6"
402;586504;222001;"5000.0";"6"
402;197308;222001;"5000.0";"6"
402;234301;222001;"5000.0";"6"
402;245003;222001;"5000.0";"6"
402;527101;222001;"5000.0";"6"
402;651008;222001;"5000.0";"6"
402;651309;222001;"5000.0";"6"
402;510702;222001;"5000.0";"6"
402;883809;222001;"5000.0";"6"
402;223803;222001;"5000.0";"6"
402;195001;222001;"5000.0";"6"
402;216000;222001;"5000.0";"6"
402;205909;222001;"5000.0";"6"
402;622607;222001;"5000.0";"6"
402;852500;222001;"5000.0";"6"
402;885100;222001;"5000.0";"6"
402;209007;222001;"5000.0";"6"
402;209100;222001;"5000.0";"6"
402;652706;222001;"5000.0";"6"
402;207603;222001;"5000.0";"6"
402;527703;197308;"3192.40035628235";"6"
402;537300;197308;"3288.63073618824";"6"
402;622109;197308;"2161.06220837647";"6"
402;611509;197308;"2514.27187256471";"6"
402;528509;197308;"3258.06073618823";"6"
402;596703;197308;"1818.75200795294";"6"
402;237007;197308;"1295.60618334118";"6"
402;657108;197308;"3041.49436851765";"6"
402;831608;197308;"3445.16500861176";"6"
402;601600;197308;"1891.39625421176";"6"
402;817206;197308;"3302.00332494118";"6"
402;584405;197308;"2135.33109171765";"6"
402;845901;197308;"4048.55456569412";"6"
402;845704;197308;"4048.55456569412";"6"
402;615001;197308;"2695.02588084706";"6"
402;830304;197308;"3493.40892823529";"6"
402;583101;197308;"2260.41470837647";"6"
402;601102;197308;"1866.94615242353";"6"
402;635306;197308;"2531.04648272941";"6"
402;832403;197308;"3661.54392823529";"6"
402;619002;197308;"2563.18387256471";"6"
402;530405;197308;"2852.97936851765";"6"
402;529605;197308;"2933.00143851765";"6"
402;608101;197308;"2201.72553524706";"6"
402;794907;197308;"3525.51766618823";"6"
402;624000;197308;"2418.45513472941";"6"
402;653200;197308;"3207.78260484706";"6"
402;633300;197308;"2318.06972837647";"6"
402;537007;197308;"3263.15573618824";"6"
402;516200;197308;"2712.66891877647";"6"
402;586504;197308;"2265.60513472941";"6"
402;197308;197308;"0.0";"6"
402;234301;197308;"1456.69315595294";"6"
402;245003;197308;"2001.90160131765";"6"
402;527101;197308;"3076.71882484706";"6"
402;651008;197308;"2985.78475138824";"6"
402;651309;197308;"2898.12691877647";"6"
402;510702;197308;"2567.65088084706";"6"
402;883809;197308;"4410.12288308235";"6"
402;223803;197308;"1727.18682583529";"6"
402;195001;197308;"1499.86806607059";"6"
402;216000;197308;"1697.63582583529";"6"
402;205909;197308;"1844.22700795294";"6"
402;622607;197308;"2312.48666334118";"6"
402;852500;197308;"4192.23356569412";"6"
402;885100;197308;"4642.59785477647";"6"
402;209007;197308;"1929.09925421176";"6"
402;209100;197308;"1972.62968743529";"6"
402;652706;197308;"3136.43222484706";"6"
402;207603;197308;"1886.30125421176";"6"
402;527703;290901;"3654.61909195294";"6"
402;537300;290901;"3654.61909195294";"6"
402;622109;290901;"3213.73423618824";"6"
402;611509;290901;"3390.12874668235";"6"
402;528509;290901;"3624.04909195294";"6"
402;596703;290901;"2975.25936851765";"6"
402;237007;290901;"2317.08602174118";"6"
402;657108;290901;"3487.41394743529";"6"
402;831608;290901;"3493.40892823529";"6"
402;601600;290901;"2893.03191877647";"6"
402;817206;290901;"3547.06500861176";"6"
402;584405;290901;"3099.95202484706";"6"
402;845901;290901;"4142.88370738824";"6"
402;845704;290901;"4095.70923425882";"6"
402;615001;290901;"3441.55894743529";"6"
402;830304;290901;"3557.93220004706";"6"
402;583101;290901;"3216.85635628235";"6"
402;601102;290901;"2959.26691877647";"6"
402;635306;290901;"3474.49633618824";"6"
402;832403;290901;"3694.36009195294";"6"
402;619002;290901;"3439.04074668235";"6"
402;530405;290901;"3455.35500861176";"6"
402;529605;290901;"3500.91713602353";"6"
402;608101;290901;"3126.24222484706";"6"
402;794907;290901;"3615.80667668235";"6"
402;624000;290901;"3352.95332494118";"6"
402;653200;290901;"3640.13605694118";"6"
402;633300;290901;"3274.51137628235";"6"
402;537007;290901;"3629.14409195294";"6"
402;516200;290901;"3383.19206602353";"6"
402;586504;290901;"3200.10332494118";"6"
402;197308;290901;"2262.57887256471";"6"
402;234301;290901;"2592.14826423529";"6"
402;245003;290901;"2815.61175138824";"6"
402;527101;290901;"3579.06160861176";"6"
402;651008;290901;"3538.41132494118";"6"
402;651309;290901;"3358.04832494118";"6"
402;510702;290901;"3351.35711538823";"6"
402;883809;290901;"4504.45202477647";"6"
402;223803;290901;"2832.04388164706";"6"
402;195001;290901;"2797.14627256471";"6"
402;216000;290901;"2938.88691877647";"6"
402;205909;290901;"3100.76722484706";"6"
402;622607;290901;"3184.81832494118";"6"
402;852500;290901;"4286.56270738824";"6"
402;885100;290901;"4689.75252334118";"6"
402;209007;290901;"3254.55935628235";"6"
402;209100;290901;"3133.37522484706";"6"
402;652706;290901;"3519.49211538823";"6"
402;207603;290901;"3211.76135628235";"6"
452;527703;521001;"2535.61328147541";"6"
452;537300;521001;"2581.84748311475";"6"
452;622109;521001;"3229.8028552459";"6"
452;611509;521001;"2859.79894377049";"6"
452;528509;521001;"2551.27748311475";"6"
452;596703;521001;"3381.52527327869";"6"
452;237007;521001;"4014.96407163934";"6"
452;657108;521001;"4526.32667";"6"
452;831608;521001;"5008.01799295082";"6"
452;601600;521001;"3528.85930934426";"6"
452;817206;521001;"4653.80858147541";"6"
452;584405;521001;"3333.4351552459";"6"
452;845901;521001;"5588.88307327869";"6"
452;845704;521001;"5588.88307327869";"6"
452;615001;521001;"2873.04594377049";"6"
452;830304;521001;"4953.68357655738";"6"
452;583101;521001;"3272.01952409836";"6"
452;601102;521001;"3523.0175995082";"6"
452;635306;521001;"4046.0702995082";"6"
452;832403;521001;"5121.81857655738";"6"
452;619002;521001;"3492.4475995082";"6"
452;530405;521001;"2149.92846344262";"6"
452;529605;521001;"2098.1320252459";"6"
452;608101;521001;"3755.52834213115";"6"
452;794907;521001;"5010.61343606557";"6"
452;624000;521001;"3652.85991590164";"6"
452;653200;521001;"4636.55774672131";"6"
452;633300;521001;"3942.3157195082";"6"
452;537007;521001;"2601.34713393443";"6"
452;516200;521001;"1790.80112409836";"6"
452;586504;521001;"2498.42813393443";"6"
452;197308;521001;"3856.92886508197";"6"
452;234301;521001;"3779.15744868852";"6"
452;245003;521001;"4391.69171262295";"6"
452;527101;521001;"2369.38264213115";"6"
452;651008;521001;"4665.92967";"6"
452;651309;521001;"4529.54236672131";"6"
452;510702;521001;"2165.21346344262";"6"
452;883809;521001;"5986.48234";"6"
452;223803;521001;"3604.26530934426";"6"
452;195001;521001;"4154.2880995082";"6"
452;216000;521001;"3770.81334213115";"6"
452;205909;521001;"3586.65999622951";"6"
452;622607;521001;"2370.57407029508";"6"
452;852500;521001;"5226.44852767213";"6"
452;885100;521001;"5672.84904078688";"6"
452;209007;521001;"2952.3796375082";"6"
452;209100;521001;"2952.3796375082";"6"
452;652706;521001;"4070.99440472131";"6"
452;207603;521001;"3266.41038013115";"6"
452;527703;510702;"1826.58049933115";"6"
452;537300;510702;"1863.42737896393";"6"
452;622109;510702;"2200.82295634098";"6"
452;611509;510702;"1874.63637896393";"6"
452;528509;510702;"1832.85737896393";"6"
452;596703;510702;"2222.65961182951";"6"
452;237007;510702;"2820.96739291803";"6"
452;657108;510702;"3556.43610208525";"6"
452;831608;510702;"4066.03454082623";"6"
452;601600;510702;"2401.37743131803";"6"
452;817206;510702;"3751.55817780984";"6"
452;584405;510702;"2190.29395341639";"6"
452;845901;510702;"4688.87802441967";"6"
452;845704;510702;"4636.29008716066";"6"
452;615001;510702;"1676.18491952787";"6"
452;830304;510702;"4013.44660356721";"6"
452;583101;510702;"2081.54474992787";"6"
452;601102;510702;"2366.41045634098";"6"
452;635306;510702;"3022.39059045246";"6"
452;832403;510702;"4181.58160356721";"6"
452;619002;510702;"2480.04885523934";"6"
452;530405;510702;"1402.36415745574";"6"
452;529605;510702;"1385.6880052918";"6"
452;608101;510702;"2596.70972173115";"6"
452;794907;510702;"4109.49583966557";"6"
452;624000;510702;"2566.13972173115";"6"
452;653200;510702;"3729.96469247213";"6"
452;633300;510702;"2799.79433695738";"6"
452;537007;510702;"1924.82623837377";"6"
452;516200;510702;"1209.25960818361";"6"
452;586504;510702;"1295.4759352918";"6"
452;197308;510702;"2663.92844094426";"6"
452;234301;510702;"2623.61706822295";"6"
452;245003;510702;"3279.26355834754";"6"
452;527101;510702;"1657.23151952787";"6"
452;651008;510702;"3696.03910208525";"6"
452;651309;510702;"3622.94931247213";"6"
452;510702;510702;"0.0";"6"
452;883809;510702;"5077.61495793443";"6"
452;223803;510702;"2420.28782617705";"6"
452;195001;510702;"2959.48786077377";"6"
452;216000;510702;"2611.99472173115";"6"
452;205909;510702;"2449.47885523934";"6"
452;622607;510702;"1864.88402108852";"6"
452;852500;510702;"4832.55702441967";"6"
452;885100;510702;"5268.3045707541";"6"
452;209007;510702;"2356.22045634098";"6"
452;209100;510702;"2356.22045634098";"6"
452;652706;510702;"3769.29075567213";"6"
452;207603;510702;"2573.27272173115";"6"
452;527703;511404;"1950.30123837377";"6"
452;537300;511404;"1950.30123837377";"6"
452;622109;511404;"2245.52932617705";"6"
452;611509;511404;"1961.51023837377";"6"
452;528509;511404;"1919.73123837377";"6"
452;596703;511404;"2279.79545634098";"6"
452;237007;511404;"2871.17099045246";"6"
452;657108;511404;"3556.43610208525";"6"
452;831608;511404;"4118.60040086557";"6"
452;601600;511404;"2496.19908980984";"6"
452;817206;511404;"3751.55817780984";"6"
452;584405;511404;"2304.45525634098";"6"
452;845901;511404;"4688.87802441967";"6"
452;845704;511404;"4688.87802441967";"6"
452;615001;511404;"1765.90674027541";"6"
452;830304;511404;"4066.03454082623";"6"
452;583101;511404;"2186.01415341639";"6"
452;601102;511404;"2411.11682617705";"6"
452;635306;511404;"3090.27804094426";"6"
452;832403;511404;"4234.16954082623";"6"
452;619002;511404;"2531.86408980984";"6"
452;530405;511404;"1533.52491952787";"6"
452;529605;511404;"1482.38622745574";"6"
452;608101;511404;"2651.13006822295";"6"
452;794907;511404;"4147.91020189508";"6"
452;624000;511404;"2689.86046077377";"6"
452;653200;511404;"3774.40613567213";"6"
452;633300;511404;"2868.43241291803";"6"
452;537007;511404;"1983.08802108852";"6"
452;516200;511404;"1327.43896508852";"6"
452;586504;511404;"1392.17415745574";"6"
452;197308;511404;"2732.61067134426";"6"
452;234301;511404;"2692.91746077377";"6"
452;245003;511404;"3279.26355834754";"6"
452;527101;511404;"1746.95334027541";"6"
452;651008;511404;"3803.31231247213";"6"
452;651309;511404;"3667.39075567213";"6"
452;510702;511404;"1202.48615147541";"6"
452;883809;511404;"5077.61495793443";"6"
452;223803;511404;"2519.78985523934";"6"
452;195001;511404;"3011.76671695738";"6"
452;216000;511404;"2666.41506822295";"6"
452;205909;511404;"2571.23472173115";"6"
452;622607;511404;"1913.40974992787";"6"
452;852500;511404;"4885.12288445902";"6"
452;885100;511404;"5320.91458523279";"6"
452;209007;511404;"2400.92682617705";"6"
452;209100;511404;"2400.92682617705";"6"
452;652706;511404;"3769.29075567213";"6"
452;207603;511404;"2627.69306822295";"6"
452;527703;438506;"2836.52499045246";"6"
452;537300;438506;"2904.41244094426";"6"
452;622109;438506;"2039.81379327213";"6"
452;611509;438506;"2286.92845634098";"6"
452;528509;438506;"2805.95499045246";"6"
452;596703;438506;"1394.75441245902";"6"
452;237007;438506;"2149.35629327213";"6"
452;657108;438506;"3195.45148322623";"6"
452;831608;438506;"3908.3369607082";"6"
452;601600;438506;"1765.90674027541";"6"
452;817206;438506;"3611.34575567213";"6"
452;584405;438506;"1810.89693335082";"6"
452;845901;438506;"4531.18044430164";"6"
452;845704;438506;"4531.18044430164";"6"
452;615001;438506;"2344.88182617705";"6"
452;830304;438506;"3908.3369607082";"6"
452;583101;438506;"1676.18491952787";"6"
452;601102;438506;"1699.50180448525";"6"
452;635306;438506;"2605.79345523934";"6"
452;832403;438506;"4076.4719607082";"6"
452;619002;438506;"2531.86408980984";"6"
452;530405;438506;"2477.90006822295";"6"
452;529605;438506;"2503.50179173115";"6"
452;608101;438506;"2112.11474992787";"6"
452;794907;438506;"3973.50016648525";"6"
452;624000;438506;"2344.88182617705";"6"
452;653200;438506;"3487.60097491148";"6"
452;633300;438506;"2357.83047634098";"6"
452;537007;438506;"2947.61967134426";"6"
452;516200;438506;"2315.83608980984";"6"
452;586504;438506;"1735.03337896393";"6"
452;197308;438506;"1874.22629327213";"6"
452;234301;438506;"1977.81423837377";"6"
452;245003;438506;"2581.42472173115";"6"
452;527101;438506;"2723.18591695738";"6"
452;651008;438506;"3449.43655834754";"6"
452;651309;438506;"3269.07355834754";"6"
452;510702;438506;"2115.66461182951";"6"
452;883809;438506;"4919.80699171803";"6"
452;223803;438506;"1751.59091952787";"6"
452;195001;438506;"2244.38463837377";"6"
452;216000;438506;"1590.87915745574";"6"
452;205909;438506;"1453.4209352918";"6"
452;622607;438506;"2017.87915341639";"6"
452;852500;438506;"4674.85944430164";"6"
452;885100;438506;"5163.06246457705";"6"
452;209007;438506;"1383.38777148852";"6"
452;209100;438506;"1352.0381195541";"6"
452;652706;438506;"3617.57610208525";"6"
452;207603;438506;"1552.15715745574";"6"
452;527703;615001;"2320.42582617705";"6"
452;537300;615001;"2376.92143131803";"6"
452;622109;615001;"1625.02699007213";"6"
452;611509;615001;"1499.46083868852";"6"
452;528509;615001;"2346.35143131803";"6"
452;596703;615001;"2279.79545634098";"6"
452;237007;615001;"2820.96739291803";"6"
452;657108;615001;"3043.40567134426";"6"
452;831608;615001;"3872.99133201311";"6"
452;601600;615001;"2139.16629327213";"6"
452;817206;615001;"3566.90431247213";"6"
452;584405;615001;"1810.89693335082";"6"
452;845901;615001;"4478.59250704262";"6"
452;845704;615001;"4426.02664700328";"6"
452;615001;615001;"0.0";"6"
452;830304;615001;"3836.40937901639";"6"
452;583101;615001;"2033.01902108852";"6"
452;601102;615001;"2309.27461182951";"6"
452;635306;615001;"2506.29142617705";"6"
452;832403;615001;"4004.54437901639";"6"
452;619002;615001;"1923.54837896393";"6"
452;530405;615001;"1938.88474992787";"6"
452;529605;615001;"1912.11930837377";"6"
452;608101;615001;"2216.58415341639";"6"
452;794907;615001;"3930.93528695738";"6"
452;624000;615001;"2081.54474992787";"6"
452;653200;615001;"3261.70686322623";"6"
452;633300;615001;"2459.03245131803";"6"
452;537007;615001;"2394.45285523934";"6"
452;516200;615001;"1751.56443220984";"6"
452;586504;615001;"1436.70390953443";"6"
452;197308;615001;"2663.92844094426";"6"
452;234301;615001;"2569.19672173115";"6"
452;245003;615001;"2876.26599045246";"6"
452;527101;615001;"2167.06075341639";"6"
452;651008;615001;"3231.71101794098";"6"
452;651309;615001;"3154.69148322623";"6"
452;510702;615001;"1548.80991952787";"6"
452;883809;615001;"4867.21905445902";"6"
452;223803;615001;"2420.28782617705";"6"
452;195001;615001;"2890.18746822295";"6"
452;216000;615001;"2542.05408980984";"6"
452;205909;615001;"2571.23472173115";"6"
452;622607;615001;"1280.1909352918";"6"
452;852500;615001;"4622.27150704262";"6"
452;885100;615001;"5057.95282171803";"6"
452;209007;615001;"2400.92682617705";"6"
452;209100;615001;"2400.92682617705";"6"
452;652706;615001;"3370.97355834754";"6"
452;207603;615001;"2627.69306822295";"6"
452;527703;184100;"3486.12510208525";"6"
452;537300;184100;"3593.39831247213";"6"
452;622109;184100;"2345.03135523934";"6"
452;611509;184100;"2728.89231695738";"6"
452;528509;184100;"3562.82831247213";"6"
452;596703;184100;"1954.37723837377";"6"
452;237007;184100;"1555.21415745574";"6"
452;657108;184100;"3309.83355834754";"6"
452;831608;184100;"3744.21490966557";"6"
452;601600;184100;"2033.01902108852";"6"
452;817206;184100;"3611.34575567213";"6"
452;584405;184100;"2304.45525634098";"6"
452;845901;184100;"4426.02664700328";"6"
452;845704;184100;"4373.35040086557";"6"
452;615001;184100;"2860.98099045245";"6"
452;830304;184100;"3836.40937901639";"6"
452;583101;184100;"2401.37743131803";"6"
452;601102;184100;"1998.16243220984";"6"
452;635306;184100;"2727.54932173115";"6"
452;832403;184100;"4004.54437901639";"6"
452;619002;184100;"2777.80431695738";"6"
452;530405;184100;"3121.31855834754";"6"
452;529605;184100;"3201.34062834754";"6"
452;608101;184100;"2375.45182617705";"6"
452;794907;184100;"3830.28524247213";"6"
452;624000;184100;"2620.56006822295";"6"
452;653200;184100;"3487.60097491148";"6"
452;633300;184100;"2502.03887523934";"6"
452;537007;184100;"3567.92331247213";"6"
452;516200;184100;"2969.23348322623";"6"
452;586504;184100;"2467.71006822295";"6"
452;197308;184100;"1062.40277148852";"6"
452;234301;184100;"1548.08115745574";"6"
452;245003;184100;"2096.82974992787";"6"
452;527101;184100;"3356.53719491148";"6"
452;651008;184100;"3231.71101794098";"6"
452;651309;184100;"3154.69148322623";"6"
452;510702;184100;"2801.49344094426";"6"
452;883809;184100;"4814.65319441967";"6"
452;223803;184100;"1841.31274027541";"6"
452;195001;184100;"1717.9533352918";"6"
452;216000;184100;"1679.12180448525";"6"
452;205909;184100;"1729.47449007213";"6"
452;622607;184100;"2521.72546077377";"6"
452;852500;184100;"4569.70564700328";"6"
452;885100;184100;"5057.95282171803";"6"
452;209007;184100;"1987.97243220984";"6"
452;209100;184100;"1987.97243220984";"6"
452;652706;184100;"3482.48559491148";"6"
452;207603;184100;"1813.75013335082";"6"
452;527703;583101;"2717.68331695738";"6"
452;537300;583101;"2717.68331695738";"6"
452;622109;583101;"1576.83241952787";"6"
452;611509;583101;"1837.78949933115";"6"
452;528509;583101;"2687.11331695738";"6"
452;596703;583101;"1612.88680448525";"6"
452;237007;583101;"2310.36545634098";"6"
452;657108;583101;"2906.83599045246";"6"
452;831608;583101;"3836.40937901639";"6"
452;601600;583101;"1676.18491952787";"6"
452;817206;583101;"3459.63110208525";"6"
452;584405;583101;"1331.62257148852";"6"
452;845901;583101;"4426.02664700328";"6"
452;845704;583101;"4373.35040086557";"6"
452;615001;583101;"2033.01902108852";"6"
452;830304;583101;"3836.40937901639";"6"
452;583101;583101;"0.0";"6"
452;601102;583101;"1790.61449007213";"6"
452;635306;583101;"2300.57589327213";"6"
452;832403;583101;"3950.76427189508";"6"
452;619002;583101;"2221.67915341639";"6"
452;530405;583101;"2353.53908980984";"6"
452;529605;583101;"2338.73950131803";"6"
452;608101;583101;"1754.94949007213";"6"
452;794907;583101;"3874.72668567213";"6"
452;624000;583101;"2033.01902108852";"6"
452;653200;583101;"3261.70686322623";"6"
452;633300;583101;"2032.41225837377";"6"
452;537007;583101;"2760.84639291803";"6"
452;516200;583101;"2164.51882617705";"6"
452;586504;583101;"1571.52949007213";"6"
452;197308;583101;"2179.44385523934";"6"
452;234301;583101;"2084.60174992787";"6"
452;245003;583101;"2511.48408980984";"6"
452;527101;583101;"2547.18632173115";"6"
452;651008;583101;"3114.32644094426";"6"
452;651309;583101;"3002.64567134426";"6"
452;510702;583101;"1954.16974992787";"6"
452;883809;583101;"4814.65319441967";"6"
452;223803;583101;"1882.02313335082";"6"
452;195001;583101;"2408.79369327213";"6"
452;216000;583101;"2020.61223837377";"6"
452;205909;583101;"1892.97837896393";"6"
452;622607;583101;"1597.77174027541";"6"
452;852500;583101;"4569.70564700328";"6"
452;885100;583101;"5005.36488445902";"6"
452;209007;583101;"1780.42449007213";"6"
452;209100;583101;"1732.22991952787";"6"
452;652706;583101;"3256.59148322623";"6"
452;207603;583101;"1981.89023837377";"6"
452;527703;619002;"2836.52499045246";"6"
452;537300;619002;"2665.40446077377";"6"
452;622109;619002;"1751.68399933115";"6"
452;611509;619002;"1711.13249007213";"6"
452;528509;619002;"2805.95499045246";"6"
452;596703;619002;"2380.99743131803";"6"
452;237007;619002;"2630.75006822295";"6"
452;657108;619002;"2611.99472173115";"6"
452;831608;619002;"3744.21490966557";"6"
452;601600;619002;"1974.75723837377";"6"
452;817206;619002;"3098.64648322623";"6"
452;584405;619002;"1979.03703837377";"6"
452;845901;619002;"4268.19660356721";"6"
452;845704;619002;"4268.19660356721";"6"
452;615001;619002;"1888.90237896393";"6"
452;830304;619002;"3704.60837757377";"6"
452;583101;619002;"2186.01415341639";"6"
452;601102;619002;"2099.25402108852";"6"
452;635306;619002;"2093.33703220984";"6"
452;832403;619002;"3872.74337757377";"6"
452;619002;619002;"0.0";"6"
452;530405;619002;"2477.90006822295";"6"
452;529605;619002;"2433.56115980984";"6"
452;608101;619002;"1837.18713335082";"6"
452;794907;619002;"3723.01203208525";"6"
452;624000;619002;"1633.26680448525";"6"
452;653200;619002;"2608.30946980984";"6"
452;633300;619002;"2090.67404108852";"6"
452;537007;619002;"2760.84639291803";"6"
452;516200;619002;"2509.49746077377";"6"
452;586504;619002;"2192.03182617705";"6"
452;197308;619002;"2477.19931695738";"6"
452;234301;619002;"2447.44085523934";"6"
452;245003;619002;"2581.42472173115";"6"
452;527101;619002;"2670.90706077377";"6"
452;651008;619002;"2806.01806822295";"6"
452;651309;619002;"2694.95546077377";"6"
452;510702;619002;"2317.00885523934";"6"
452;883809;619002;"4656.95561430164";"6"
452;223803;619002;"2261.42015341639";"6"
452;195001;619002;"2765.82648980984";"6"
452;216000;619002;"2611.99472173115";"6"
452;205909;619002;"2694.95546077377";"6"
452;622607;619002;"1682.90149933115";"6"
452;852500;619002;"4411.87560356721";"6"
452;885100;619002;"4900.21108716066";"6"
452;209007;619002;"2622.18472173115";"6"
452;209100;619002;"2552.24408980984";"6"
452;652706;619002;"2727.55506822295";"6"
452;207603;619002;"2817.91039291803";"6"
452;527703;222001;"5500.0";"6"
452;537300;222001;"5500.0";"6"
452;622109;222001;"5500.0";"6"
452;611509;222001;"5500.0";"6"
452;528509;222001;"5500.0";"6"
452;596703;222001;"5500.0";"6"
452;237007;222001;"5500.0";"6"
452;657108;222001;"5500.0";"6"
452;831608;222001;"5500.0";"6"
452;601600;222001;"5500.0";"6"
452;817206;222001;"5500.0";"6"
452;584405;222001;"5500.0";"6"
452;845901;222001;"5500.0";"6"
452;845704;222001;"5500.0";"6"
452;615001;222001;"5500.0";"6"
452;830304;222001;"5500.0";"6"
452;583101;222001;"5500.0";"6"
452;601102;222001;"5500.0";"6"
452;635306;222001;"5500.0";"6"
452;832403;222001;"5500.0";"6"
452;619002;222001;"5500.0";"6"
452;530405;222001;"5500.0";"6"
452;529605;222001;"5500.0";"6"
452;608101;222001;"5500.0";"6"
452;794907;222001;"5500.0";"6"
452;624000;222001;"5500.0";"6"
452;653200;222001;"5500.0";"6"
452;633300;222001;"5500.0";"6"
452;537007;222001;"5500.0";"6"
452;516200;222001;"5500.0";"6"
452;586504;222001;"5500.0";"6"
452;197308;222001;"5500.0";"6"
452;234301;222001;"5500.0";"6"
452;245003;222001;"5500.0";"6"
452;527101;222001;"5500.0";"6"
452;651008;222001;"5500.0";"6"
452;651309;222001;"5500.0";"6"
452;510702;222001;"5500.0";"6"
452;883809;222001;"5500.0";"6"
452;223803;222001;"5500.0";"6"
452;195001;222001;"5500.0";"6"
452;216000;222001;"5500.0";"6"
452;205909;222001;"5500.0";"6"
452;622607;222001;"5500.0";"6"
452;852500;222001;"5500.0";"6"
452;885100;222001;"5500.0";"6"
452;209007;222001;"5500.0";"6"
452;209100;222001;"5500.0";"6"
452;652706;222001;"5500.0";"6"
452;207603;222001;"5500.0";"6"
452;527703;197308;"3486.12510208525";"6"
452;537300;197308;"3593.39831247213";"6"
452;622109;197308;"2345.03135523934";"6"
452;611509;197308;"2728.89231695738";"6"
452;528509;197308;"3562.82831247213";"6"
452;596703;197308;"1954.37723837377";"6"
452;237007;197308;"1367.69025356066";"6"
452;657108;197308;"3309.83355834754";"6"
452;831608;197308;"3782.62927189508";"6"
452;601600;197308;"2033.01902108852";"6"
452;817206;197308;"3611.34575567213";"6"
452;584405;197308;"2304.45525634098";"6"
452;845901;197308;"4426.02664700328";"6"
452;845704;197308;"4426.02664700328";"6"
452;615001;197308;"2928.86844094426";"6"
452;830304;197308;"3836.40937901639";"6"
452;583101;197308;"2444.38385523934";"6"
452;601102;197308;"1998.16243220984";"6"
452;635306;197308;"2727.54932173115";"6"
452;832403;197308;"4004.54437901639";"6"
452;619002;197308;"2777.80431695738";"6"
452;530405;197308;"3121.31855834754";"6"
452;529605;197308;"3201.34062834754";"6"
452;608101;197308;"2375.45182617705";"6"
452;794907;197308;"3830.28524247213";"6"
452;624000;197308;"2620.56006822295";"6"
452;653200;197308;"3487.60097491148";"6"
452;633300;197308;"2502.03887523934";"6"
452;537007;197308;"3567.92331247213";"6"
452;516200;197308;"2969.23348322623";"6"
452;586504;197308;"2467.71006822295";"6"
452;197308;197308;"0.0";"6"
452;234301;197308;"1548.08115745574";"6"
452;245003;197308;"2154.45129327213";"6"
452;527101;197308;"3356.53719491148";"6"
452;651008;197308;"3231.71101794098";"6"
452;651309;197308;"3154.69148322623";"6"
452;510702;197308;"2801.49344094426";"6"
452;883809;197308;"4814.65319441967";"6"
452;223803;197308;"1841.31274027541";"6"
452;195001;197308;"1565.6205195541";"6"
452;216000;197308;"1811.76174027541";"6"
452;205909;197308;"1979.85223837377";"6"
452;622607;197308;"2521.72546077377";"6"
452;852500;197308;"4569.70564700328";"6"
452;885100;197308;"5057.95282171803";"6"
